ID,ID_MEDIA,ID_CATEGORY,ID_TRANSPORTER,ID_MATERIALS,ID_COMPANY,COUNTRY,NAME,PRICE,DESCRIPTION,QUANTITY,STOCK,WEIGHT,WIDTH,LENGHT,STATUS,HEIGHT
498,54,6,2,82,33,Palestinian Territory,"Robin, white-throated",68035213,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,91797,34429,5383,145,54345,ACTIVE,350
499,70,24,78,100,82,Pakistan,"Skink, blue-tongued",30300678,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,74616,82569,13804,525,64921,INACTIVE,497
500,17,31,37,85,81,Colombia,"Penguin, fairy",42786746,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,26525,16540,25785,710,65073,ACTIVE,764
501,44,2,11,76,31,Indonesia,"Bee-eater, carmine",73656256,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,40205,60201,18712,474,48632,AVAILABLE,196
502,16,66,83,29,18,Russia,Jungle kangaroo,92493633,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,39984,173,866,239,12107,REPORTING,480
503,98,70,67,37,54,Serbia,Aardwolf,5883238,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,26692,16845,49535,828,45737,VERIFYING,646
504,44,16,95,77,70,China,Euro wallaby,52592018,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,6920,49274,64581,845,55224,VERIFYING,42
505,4,89,75,60,11,China,Savanna baboon,69540704,lacinia aenean sit amet justo morbi ut odio cras mi,23527,81596,85104,861,73577,VERIFYING,125
506,3,35,33,30,51,Dominican Republic,"Crane, sandhill",27659965,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,79536,66703,85186,218,48560,VERIFYING,678
507,50,77,44,31,88,Poland,"Squirrel, malabar",60054792,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,23987,44566,64717,724,87837,VERIFYING,462
508,21,38,42,76,33,Croatia,Green-winged trumpeter,35996589,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,31832,93306,32030,370,22815,SOLD OUT,574
509,99,33,48,60,11,Canada,Wattled crane,98927175,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,91823,43786,93789,614,14935,VERIFYING,897
510,93,61,29,61,74,Colombia,Southern boubou,58014660,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,43595,17951,89507,976,41710,ACTIVE,936
511,36,87,22,50,43,China,King vulture,40412619,odio in hac habitasse platea dictumst maecenas ut massa quis,5847,23405,8563,393,43909,VERIFYING,684
512,74,26,21,86,24,Ukraine,"Genet, common",6119868,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,34106,96592,10386,798,98295,SOLD OUT,581
513,12,93,31,23,79,China,"Corella, long-billed",14212110,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,99624,38311,83816,6,45393,VERIFYING,669
514,54,75,14,95,16,Portugal,"Elephant, african",32070905,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,98682,65982,33342,976,43667,AVAILABLE,619
515,60,85,43,42,96,Brazil,Komodo dragon,47140881,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,53336,97141,89550,605,20439,REPORTING,417
516,48,100,26,32,44,Indonesia,"Egret, cattle",77189069,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,59912,60689,27529,714,87389,INACTIVE,421
517,6,28,47,56,57,Philippines,"Langur, common",82905673,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,27869,25102,76556,147,84639,REPORTING,833
518,9,9,8,100,62,Indonesia,Rufous-collared sparrow,23813372,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,7220,31933,50777,782,91353,SOLD OUT,49
519,56,70,6,64,76,Philippines,"Armadillo, nine-banded",44918390,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,24544,99585,21845,198,79674,SOLD OUT,700
520,36,46,27,91,47,Haiti,Arboral spiny rat,34779119,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,54359,54848,92152,169,13363,AVAILABLE,423
521,34,57,30,11,39,China,Common boubou shrike,99242978,convallis eget eleifend luctus ultricies eu nibh quisque id justo,80289,27065,59095,687,51510,VERIFYING,373
522,8,45,3,99,42,China,Savanna fox,87412491,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,55306,57561,68877,921,93058,VERIFYING,359
523,79,29,73,71,82,Brazil,Galapagos tortoise,84134155,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,26236,92264,46790,173,85089,SOLD OUT,760
524,47,38,52,85,22,South Africa,"Elephant, african",39872936,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,52175,34975,36346,633,28520,REPORTING,616
525,79,42,32,93,69,Ghana,"Loris, slender",69205954,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,65837,25319,53071,355,18059,ACTIVE,317
526,33,41,81,93,49,Argentina,"Creeper, black-tailed tree",79237785,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,45700,79485,12270,401,21732,VERIFYING,518
527,30,15,80,85,50,Brazil,Wild turkey,76910445,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,52977,6291,78530,244,68625,INACTIVE,361
528,40,72,85,79,83,Philippines,"Squirrel, richardson's ground",298880,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,85880,87728,13256,656,70586,VERIFYING,773
529,19,2,84,51,82,Russia,Blue and gold macaw,27347704,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,60715,40506,63651,404,97508,AVAILABLE,558
530,77,5,55,46,14,China,"Otter, canadian river",78928073,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,53379,3538,37577,855,39449,AVAILABLE,373
531,90,51,96,1,27,Czech Republic,Moose,36907037,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,31257,8752,54166,31,82859,ACTIVE,830
532,57,2,87,50,90,Indonesia,Blue-tongued skink,19785001,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,39380,40487,25774,739,63991,ACTIVE,83
533,43,16,23,86,26,Dominican Republic,Black-tailed deer,8769883,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,1823,62310,71797,230,56235,ACTIVE,764
534,4,44,97,41,40,Fiji,Vine snake (unidentified),30294087,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,75914,17181,60939,157,92021,REPORTING,423
535,85,47,75,37,86,Indonesia,"Baboon, gelada",927047,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,13169,4912,99823,231,832,AVAILABLE,940
536,100,60,6,68,91,China,"Bat, madagascar fruit",52551678,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,65185,57796,76195,226,71801,VERIFYING,260
537,83,67,21,35,64,Indonesia,"Woodpecker, red-headed",73344883,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,47185,67913,49862,918,53055,AVAILABLE,263
538,34,8,23,7,23,Sweden,Small-spotted genet,67440211,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,58965,27643,25240,45,16631,INACTIVE,655
539,24,61,37,67,8,Indonesia,Striated heron,61927828,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,38446,14775,82615,356,85968,SOLD OUT,212
540,99,50,50,12,45,Liberia,Sun gazer,68589532,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,48307,7605,83789,28,58529,ACTIVE,180
541,99,48,70,3,11,Thailand,Eastern box turtle,93165847,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,43275,73708,88924,160,50064,REPORTING,975
542,45,79,67,18,19,Philippines,Southern lapwing,73329417,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,44151,10314,33726,697,85976,SOLD OUT,854
543,5,17,54,89,34,Philippines,Andean goose,75192308,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,40859,15355,68861,738,47479,REPORTING,836
544,14,3,3,15,57,China,"Dik, kirk's dik",20769518,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,42738,79644,73787,871,97044,REPORTING,20
545,81,75,88,67,2,Afghanistan,"Heron, black-crowned night",97824712,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,30879,94480,11843,347,1044,VERIFYING,485
546,46,5,46,7,91,Denmark,Topi,41302244,nec condimentum neque sapien placerat ante nulla justo aliquam quis,38154,72201,99102,85,71679,REPORTING,718
547,99,10,46,64,1,Brazil,"Boa, malagasy ground",63523934,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,86358,11371,9761,948,12905,ACTIVE,510
548,48,15,9,4,20,China,"Peccary, white-lipped",2198998,integer pede justo lacinia eget tincidunt eget tempus vel pede,63283,69802,93519,289,9469,INACTIVE,960
549,80,27,80,14,75,Portugal,Lapwing (unidentified),41468159,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,40197,63018,25631,45,16882,ACTIVE,851
550,45,86,78,76,47,Philippines,Wattled crane,47497543,elit ac nulla sed vel enim sit amet nunc viverra,27593,63632,63575,208,1294,SOLD OUT,63
551,93,72,18,90,87,United States,"Admiral, indian red",41390085,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,50784,64893,16424,210,90659,AVAILABLE,387
552,35,54,89,85,63,Bosnia and Herzegovina,Gaur,77025657,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,53792,28047,80231,627,36748,VERIFYING,231
553,69,99,28,9,56,Brazil,Green heron,38055446,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,67071,66979,8316,382,59459,ACTIVE,268
554,73,70,97,24,39,China,Gecko (unidentified),18074495,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,11167,92679,60463,6,53104,AVAILABLE,717
555,47,22,81,19,69,Brazil,"Waxbill, blue",84562873,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,34477,66883,31009,993,42077,SOLD OUT,582
556,47,42,64,11,68,Cameroon,"Wallaby, red-necked",94578973,id lobortis convallis tortor risus dapibus augue vel accumsan tellus,17706,84171,92812,53,95891,INACTIVE,686
557,95,4,24,62,45,Palestinian Territory,Caracara (unidentified),73461108,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,93424,34256,18362,522,122,VERIFYING,471
558,10,50,98,78,33,Ukraine,"Wallaby, whip-tailed",98070294,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,56395,94526,87504,757,70265,REPORTING,976
559,80,15,6,80,41,Russia,Southern hairy-nosed wombat,57860355,sit amet nulla quisque arcu libero rutrum ac lobortis vel,937,86343,59621,188,425,VERIFYING,440
560,97,42,97,71,34,Argentina,Sage hen,43277923,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,42623,33827,15404,266,8405,INACTIVE,472
561,71,39,43,35,78,United States,"Marten, american",95850972,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,658,7443,26921,560,37841,INACTIVE,682
562,56,98,83,63,35,France,Canada goose,4194859,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,99167,3146,18306,344,86478,REPORTING,44
563,61,52,91,40,48,China,"Cockatoo, roseate",51235194,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,26565,49793,2370,624,27859,SOLD OUT,63
564,19,63,78,36,6,Indonesia,Bonnet macaque,20583856,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,19120,88446,84412,804,29258,SOLD OUT,188
565,88,90,25,58,2,China,"Spider, wolf",67891353,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,26564,32875,93200,630,33653,REPORTING,684
566,55,35,5,48,91,Nigeria,"Heron, green",77741444,semper porta volutpat quam pede lobortis ligula sit amet eleifend,87247,57819,8039,857,4734,REPORTING,622
567,73,96,8,10,85,China,"Shark, blue",74538444,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,48323,79355,90458,323,4433,ACTIVE,132
568,47,82,30,79,74,Indonesia,Japanese macaque,81227338,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,52926,15790,61629,615,72544,VERIFYING,525
569,22,19,11,4,58,Indonesia,"Raven, cape",629462,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,75018,43259,13428,714,98831,ACTIVE,301
570,34,63,73,73,47,Russia,Northern phalarope,81104909,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,77702,70312,46517,870,5447,VERIFYING,140
571,84,75,26,35,43,Japan,"Bird, secretary",70119312,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,27716,77646,47228,119,87504,ACTIVE,624
572,82,38,94,52,97,Ecuador,"Otter, african clawless",59797667,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,28274,61869,80950,358,81311,INACTIVE,357
573,56,17,13,5,70,Venezuela,"Cardinal, red-capped",71360765,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,84397,63816,164,393,92409,REPORTING,920
574,93,28,11,92,14,Finland,Masked booby,32539212,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,847,48195,71502,551,23839,VERIFYING,855
575,68,28,62,48,82,Portugal,Great skua,68967335,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,74388,24740,99535,905,95738,VERIFYING,285
576,52,24,37,7,12,Finland,Long-crested hawk eagle,64615463,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,29087,90030,1823,402,32711,SOLD OUT,944
577,50,27,11,16,83,Peru,Baleen whale,16731470,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,37514,33313,15001,498,21249,SOLD OUT,192
578,78,20,4,94,37,France,"Sheathbill, snowy",5869726,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,50436,67456,17044,404,74883,REPORTING,801
579,35,9,79,49,59,Indonesia,Emerald-spotted wood dove,62014664,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,20919,33271,14931,349,83463,ACTIVE,617
580,83,56,4,97,9,China,Silver-backed jackal,44399740,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,90083,32740,56217,5,80884,REPORTING,517
581,33,81,44,50,73,France,Water moccasin,24715549,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,42905,7730,48451,881,18015,ACTIVE,384
582,4,78,54,2,2,Philippines,Numbat,27755916,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,10946,20306,88246,857,59860,ACTIVE,977
583,99,80,95,62,38,Japan,Coyote,837517,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,46245,68311,62099,91,38593,REPORTING,520
584,85,14,40,19,32,Madagascar,Gelada baboon,83210821,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,11290,59716,42352,221,57153,INACTIVE,454
585,94,31,40,87,71,Brazil,Civet (unidentified),89501336,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,75494,47231,35451,372,11518,REPORTING,548
586,79,100,95,80,13,Belarus,"Wombat, common",90946654,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,20247,84249,30078,212,68094,AVAILABLE,582
587,74,46,5,69,49,Indonesia,Three-banded plover,41307043,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,28463,3452,19046,539,2987,VERIFYING,100
588,25,42,33,64,82,China,Brown capuchin,77438041,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,28617,10761,5934,250,43862,REPORTING,489
589,16,59,93,19,24,Argentina,Suricate,20773277,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,86138,55817,55619,290,93863,VERIFYING,542
590,66,51,96,99,42,Portugal,Cape white-eye,67775530,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,333,99841,18635,26,91657,SOLD OUT,374
591,62,73,70,28,33,United States,Barrows goldeneye,14132639,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,7036,94891,40478,113,41942,REPORTING,947
592,19,13,71,59,79,Brazil,"Tern, arctic",86956416,nibh in lectus pellentesque at nulla suspendisse potenti cras in,51870,1127,66025,267,95112,AVAILABLE,398
593,64,84,81,21,1,Japan,Galapagos tortoise,34969161,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,21213,43494,5206,328,84241,ACTIVE,656
594,29,62,31,46,58,France,"Pelican, eastern white",19024380,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,18262,29487,50700,534,52404,SOLD OUT,17
595,80,51,72,57,43,Indonesia,"Squirrel, grey-footed",60750634,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,50877,95968,72032,877,90521,REPORTING,851
596,46,91,33,57,7,Russia,"Wagtail, african pied",72443070,donec semper sapien a libero nam dui proin leo odio porttitor,41069,30504,40084,883,98812,SOLD OUT,601
597,69,11,48,29,75,Sudan,"Squirrel, arctic ground",95706889,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,62305,22844,1842,887,61759,ACTIVE,78
598,46,1,36,60,75,Peru,"Lion, south american sea",57796885,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,6921,87665,76976,577,65934,ACTIVE,419
599,78,73,27,21,48,Russia,Nine-banded armadillo,62333340,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,10830,68355,61914,829,73606,AVAILABLE,220
600,38,60,59,53,15,United States,Bare-faced go away bird,58165622,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,82154,39213,39065,306,88858,AVAILABLE,685
601,52,78,59,70,29,Israel,Sarus crane,48329927,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,25529,21008,1572,176,12620,INACTIVE,288
602,14,50,32,56,47,China,Cattle egret,98485653,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,86259,97099,36254,364,53850,REPORTING,131
603,89,28,100,91,51,China,"Whale, killer",1152525,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,22481,73560,3659,189,94116,AVAILABLE,736
604,18,82,15,67,81,Pakistan,Buttermilk snake,19087277,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,94765,92292,23333,476,21034,VERIFYING,26
605,82,58,53,83,70,Malaysia,Cuis,78867696,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,78540,86411,15666,59,5665,ACTIVE,369
606,21,83,50,82,43,Ireland,Woodrat (unidentified),7457937,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,99074,14697,23513,544,8563,REPORTING,892
607,58,87,50,74,7,China,Blue crane,54151985,congue etiam justo etiam pretium iaculis justo in hac habitasse,74174,77533,80891,886,56994,INACTIVE,710
608,51,95,29,21,72,Argentina,"Dove, laughing",62307887,a suscipit nulla elit ac nulla sed vel enim sit,16197,80714,28446,426,4208,INACTIVE,517
609,37,95,92,39,76,Indonesia,Black-backed jackal,21775805,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,54704,13368,46311,958,42397,SOLD OUT,778
610,32,25,78,66,4,China,Indian porcupine,79557874,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,62068,8354,79457,483,50984,ACTIVE,492
611,89,50,54,18,48,France,"Cormorant, pied",32380302,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,64600,17497,25218,387,89360,REPORTING,413
612,43,22,62,67,13,China,"Cockatoo, red-breasted",15420430,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,60489,92492,45178,643,2490,VERIFYING,409
613,42,90,29,2,74,Argentina,Arctic tern,62683936,condimentum curabitur in libero ut massa volutpat convallis morbi odio,84072,53842,58396,703,81177,AVAILABLE,108
614,30,98,42,22,63,Czech Republic,"Flicker, field",46098272,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,45233,14033,28764,606,27046,ACTIVE,227
615,2,46,95,1,50,Afghanistan,Great horned owl,68669950,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,25850,96760,67720,13,74697,INACTIVE,368
616,11,29,7,38,34,Serbia,Southern hairy-nosed wombat,46859855,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,92372,78030,81165,780,4794,REPORTING,858
617,37,68,36,81,81,Russia,"Gecko, barking",92537185,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,80572,87982,41796,33,13038,ACTIVE,162
618,22,15,76,82,75,Portugal,"Wallaby, dama",39604631,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,86202,78174,19269,820,28005,VERIFYING,356
619,66,4,31,13,84,Syria,Indian red admiral,79194,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,9532,37247,65049,886,28055,INACTIVE,495
620,97,19,5,35,5,Indonesia,Dusky rattlesnake,44773098,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,35922,10941,54484,932,99938,VERIFYING,595
621,6,43,45,13,25,Argentina,"Monkey, vervet",76575114,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,86936,86652,50362,628,8280,SOLD OUT,787
622,100,15,82,62,50,Indonesia,"Raven, white-necked",26628417,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,50196,96295,89900,147,11841,VERIFYING,221
623,66,42,29,94,46,Sweden,"Shrike, common boubou",20285746,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,48492,22074,65135,192,84976,VERIFYING,586
624,40,2,96,5,41,Portugal,Fork-tailed drongo,93130593,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,59935,63636,90847,303,24259,REPORTING,419
625,48,19,35,29,93,Philippines,Paradoxure,42347553,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,18435,99777,88254,357,723,INACTIVE,822
626,83,97,16,23,8,Indonesia,"Seal, harbor",90071440,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,80471,46574,41985,551,60734,REPORTING,68
627,33,6,54,40,57,China,"Starling, superb",2829558,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,66787,51278,69272,985,29045,INACTIVE,815
628,61,15,13,54,62,Poland,White-throated robin,50307908,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,26187,3341,56789,985,50180,SOLD OUT,824
629,82,64,61,83,29,Uzbekistan,"Wallaby, red-necked",12241395,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,1141,79618,48996,550,51740,VERIFYING,505
630,25,81,64,96,15,Spain,White spoonbill,95673697,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,23580,17791,40338,860,28187,VERIFYING,888
631,15,50,73,68,11,Poland,Silver gull,22430020,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,14440,79340,1313,86,24613,SOLD OUT,323
632,51,40,33,43,72,Indonesia,"Stork, woolly-necked",24018996,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,82154,73970,32352,551,64832,SOLD OUT,380
633,93,7,95,46,65,France,"Lemur, brown",86664988,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,3812,17769,77507,802,26123,VERIFYING,226
634,62,46,75,17,6,China,American black bear,38124166,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,19735,87001,19683,86,2400,INACTIVE,568
635,42,85,34,3,35,Japan,"Raccoon, crab-eating",10717798,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,9985,40561,68503,7,35227,ACTIVE,823
636,49,73,39,70,96,China,"Gull, swallow-tail",39532686,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,21179,99488,61613,135,71101,REPORTING,213
637,100,7,1,75,73,Peru,Red-necked phalarope,18043646,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,40872,30808,72255,739,91050,INACTIVE,254
638,93,52,46,29,40,China,"Flamingo, chilean",67230346,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,45418,39951,35223,192,3567,REPORTING,474
639,12,43,55,15,66,China,Crested bunting,89389417,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,95559,36591,71438,385,93403,SOLD OUT,933
640,49,4,62,49,10,Portugal,Whip-tailed wallaby,10012163,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,39523,68046,50948,226,26608,AVAILABLE,819
641,63,8,70,26,98,China,"Nighthawk, common",5144507,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,57608,50490,66188,84,19278,SOLD OUT,17
642,56,26,99,94,92,France,Black-capped capuchin,51274163,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,32447,53818,15987,756,18096,VERIFYING,76
643,94,97,37,98,76,Philippines,Common goldeneye,14805475,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,78403,1703,75343,268,87332,VERIFYING,646
644,53,98,68,31,84,Russia,"Porcupine, prehensile-tailed",56636108,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,44408,24494,79924,753,50732,SOLD OUT,355
